PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
X1NE,LEASE/RENTAL OF WATER SUPPLY FACILITIES,10/1/2011,,,,,
X1NZ,LEASE/RENTAL OF OTHER UTILITIES,10/1/2011,,,,,
X1PA,LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING),10/1/2011,,,,,
X1PB,LEASE/RENTAL OF EXHIBIT DESIGN (NON-BUILDING),10/1/2011,,,,,
X1PC,LEASE/RENTAL OF UNIMPROVED REAL PROPERTY (LAND),10/1/2011,,,,,
X1PD,LEASE/RENTAL OF WASTE TREATMENT AND STORAGE FACILITIES,10/1/2011,,,,,
X1PZ,LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES,10/1/2011,,,,,
X1QA,LEASE/RENTAL OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),10/1/2011,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
X2,LEASE/RENTAL NONBUILDING FACILITIES,10/1/1979,,,,,
X211,LEASE/RENTAL OF DAMS,10/1/1991,9/30/2011,Lease/Rental of Dams,,,
X212,LEASE/RENTAL OF CANALS,10/1/1991,9/30/2011,Lease/Rental of Canals,,,
X213,LEASE-RENT OF MINE FIRE CONT,10/1/1991,9/30/2011,Lease/Rental of Mine Fire Control Facilities,,,
X214,LEASE-RENT OF MINE SUBSIDENCE CONT,10/1/1991,9/30/2011,Lease/Rental of Mine Subsidence Control Facilities,,,
X215,LEASE-RENT OF SURFACE MINE RECLAM,10/1/1991,9/30/2011,Lease/Rental of Surface Mine Reclamation Facilities,,,
X216,LEASE/RENTAL OF DREDGING,10/1/1991,9/30/2011,Lease/Rental of Dredging,,,
X219,LEASE-RENT OF OTHER CONSV STRUCTURE,10/1/1991,9/30/2011,Lease/Rental of Other Conservation and Development Facilities,,,
X221,LEASE-RENT OF AIRPORT SERVICE ROADS,10/1/1991,9/30/2011,Lease/Rental of Airport Service Roads,,,
X222,LEASE-RENT OF HWYS-RDS-STS-BRDGS-RA,12/15/1982,9/30/2011,"Lease/Rental of Highways, Roads, Streets, Bridges, and Railways (includes resurfacing)",,,
X223,LEASE-RENT OF TUNNELS-SUBSURF STRUC,10/1/1991,9/30/2011,Lease/Rental of Tunnels and Subsurface Structures,,,
X224,LEASE-RENT OF PARKING FACILITIES,12/15/1979,9/30/2011,Lease/Rental of Parking Facilities Conservation,,,
X231,LEASE-RENT OF EPG - COAL,7/15/1980,9/30/2011,Lease/Rental of EPG Facilities - Coal,,,
X232,LEASE-RENT OF EPG - GAS,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Gas,,,
X233,LEASE-RENT OF EPG - GEOTHERMAL,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Geothermal,,,
X234,LEASE-RENT OF EPG - HYDRO,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Hydro,,,
X235,LEASE-RENT OF EPG - NUCLEAR,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Nuclear,,,
X236,LEASE-RENT OF EPG - PETROLEUM,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Petroleum,,,
X237,LEASE-RENT OF EPG - SOLAR,10/1/1991,9/30/2011,Lease/Rental of EPG Facilities - Solar,,,
X239,LEASE-RENT OF EPG - OTHER,12/15/1981,9/30/2011,"Lease/Rental of EPG Facilities - Other, Including Transmission",,,
X241,LEASE-RENT OF FUEL SUPPLY,10/15/1981,9/30/2011,Lease/Rental of Fuel Supply Facilities,,,
X242,LEASE-RENT OF HEATING & COOL PLANTS,10/1/1991,9/30/2011,Lease/Rental of Heating and Cooling Plants,,,
X243,LEASE-RENT OF POLLUTION ABATEMENT,10/1/1991,9/30/2011,Lease/Rental of Pollution Abatement and Control Facilities,,,
X244,LEASE-RENT OF SEWAGE & WASTE,1/15/1979,9/30/2011,Lease/Rental of Sewage and Waste Facilities,,,
X245,LEASE-RENT OF WATER SUPPLY,10/1/1991,9/30/2011,Lease/Rental of Water Supply Facilities,,,
X249,LEASE/RENTAL OF OTHER UTILITIES,6/15/1987,9/30/2011,Lease/Rental of Other Utilities,,,
X291,LEASE-RENT OF RECREA NON-BLDG STRUC,10/15/1978,9/30/2011,Lease/Rental of Recreation Facilities (Non-Building),,,
X292,LEASE-RENT OF EXHIBIT (NON-BLDG),10/1/1991,9/30/2011,Lease/Rental of Exhibit Design (Non-Building),,,
X293,LEASE-RENT OF UNIMPROVED REAL PROP,11/15/1982,9/30/2011,Lease/Rental of Unimproved Real Property (Land),,,
X294,LEASE-RENT OF WASTE TRMT-STORE FAC,10/1/1991,9/30/2011,Lease/Rental of Waste Treatment and Storage Facilities,,,
X299,LEASE-RENT OF ALL OTH NON-BLDG FACS,10/15/1978,9/30/2011,Lease/Rental of Other Non-Building Facilities,,,
X3,LEASE/RENTAL OF RESTORATION ACTIVS,10/1/1979,,,,,
X300,LEASE-RENT OF RESTORATION,1/15/1991,9/30/2011,"Lease/Rental of Restoration of real property (public or private). All actions necessary to restore, rehabilitate, or reclaim property.",,,
Y,CONSTRUCT OF STRUCTURES/FACILITIES,10/1/1979,,,,,
Y1,CONSTRUCTION OF BUILDINGS,10/1/1979,,,,,
Y111,CONSTRUCTION OF OFFICE BUILDINGS,10/15/1978,9/30/2011,Construction of Office Buildings,,,
Y112,CONSTRUCT/CONF SPACE & FAC,10/1/1991,9/30/2011,Construction of Conference Space and Facilities,,,
Y119,CONSTRUCT/OTHER ADMIN & SVCS BLDGS,10/15/1978,9/30/2011,Construction of Other Administrative Facilities and Service Buildings,,,
Y121,CONSTRUCT/AIR TRAFFIC CONT TOWERS,12/15/1978,9/30/2011,Construction of Air Traffic Control Towers,,,
Y122,CONSTRUCT/AIR TRAFFIC TRAINING FAC,4/15/1979,9/30/2011,Construction of Air Traffic Control Training Facilities,,,
Y123,CONSTRUCT/RADAR & NAVIGATIONAL FAC,10/15/1978,9/30/2011,Construction of Radar and Navigational Facilities,,,
Y124,CONSTRUCTION OF AIRPORT RUNWAYS,10/15/1978,9/30/2011,Construction of Airport Runways,,,
Y125,CONSTRUCTION OF AIRPORT TERMINALS,11/15/1978,9/30/2011,Construction of Airport Terminals,,,
Y126,CONSTRUCT/MISSILE SYSTEM FACILITIES,10/15/1978,9/30/2011,Construction of Missile System Facilities,,,
Y127,CONSTRUCT/ELCT & COMM SYSTEM FAC,10/15/1978,9/30/2011,Construction of Electronic and Communications Facilities,,,
Y129,CONSTRUCT/OTHER AIRFIELD STRUCTURES,10/15/1978,9/30/2011,Construction of Other Airfield Structures,,,
Y131,CONSTRUCTION OF SCHOOLS,10/15/1978,9/30/2011,Construction of Schools,,,
Y139,CONSTRUCT/OTHER EDUCATIONAL BLDGS,10/15/1978,9/30/2011,Construction of Other Educational Buildings,,,
Y141,CONSTRUCT/HOSPITALS & INFIRMARIES,10/15/1978,9/30/2011,Construction of Hospitals and Infirmaries,,,
Y142,CONSTRUCT/LABORATORIES & CLINICS,10/15/1978,9/30/2011,Construction of Laboratories and Clinics,,,
Y149,CONSTRUCT/OTHER HOSPITAL BLDGS,10/15/1978,9/30/2011,Construction of Other Hospital Buildings,,,
Y151,CONSTRUCT/AMMUNITION FACILITIES,10/15/1978,9/30/2011,Construction of Ammunition Facilities,,,
Y152,CONSTRUCT/MAINT BLDGS,10/15/1978,9/30/2011,Construction of Maintenance Buildings,,,
Y153,CONSTRUCT/PRODUCTION BLDGS,10/15/1978,9/30/2011,Construction of Production Buildings,,,
Y154,CONSTRUCT/SHIP CONSTR & REP FAC,10/15/1978,9/30/2011,Construction of Ship Construction and Repair Facilities,,,
Y155,CONSTRUCT/TANK AUTOMOTIVE FAC,3/15/1980,9/30/2011,Construction of Tank Automotive Facilities,,,
Y159,CONSTRUCT/OTHER INDUSTRIAL BLDGS,10/15/1978,9/30/2011,Construction of Other Industrial Buildings,,,
Y161,CONSTRUCT/FAMILY HOUSING,10/15/1978,9/30/2011,Construction of Family Housing Facilities,,,
Y162,CONSTRUCT/RECREATIONAL BLDGS,10/15/1978,9/30/2011,Construction of Recreational Buildings,,,
Y163,CONSTRUCT/TROOP HOUSING,10/15/1978,9/30/2011,Construction of Troop Housing Facilities,,,
Y164,CONSTRUCTION OF DINING FACILITIES,4/15/1980,9/30/2011,Construction of Dining Facilities,,,
Y165,CONSTRUCT/RELIGIOUS FACILITIES,5/15/1979,9/30/2011,Construction of Religious Facilities,,,
Y166,CONSTRUCTION OF PENAL FACILITIES,5/15/1987,9/30/2011,Construction of Penal Facilities,,,
Y169,CONSTRUCT/OTHER RESIDENTIAL BLDGS,10/15/1978,9/30/2011,Construction of Other Residential Buildings,,,
Y171,CONSTRUCT/AMMUNITION STORAGE BLDG,10/15/1978,9/30/2011,Construction of Ammunition Storage Buildings,,,
Y172,CONSTRUCT/FOOD/GRAIN STORAGE BLDGS,10/15/1978,9/30/2011,Construction of Food or Grain Storage Buildings,,,
Y173,CONSTRUCT/FUEL STORAGE BLDGS,10/15/1978,9/30/2011,Construction of Fuel Storage Buildings,,,
Y174,CONSTRUCT/OPEN STORAGE FACILITIES,11/15/1978,9/30/2011,Construction of Open Storage Facilities,,,
Y179,CONSTRUCT/OTHER WAREHOUSE BLDGS,10/15/1978,9/30/2011,Construction of Other Warehouse Buildings,,,
Y181,CONSTRUCT/R&D - GOCO FACILITIES,10/15/1978,9/30/2011,Construction of Government-Owned Contractor-Operated (GOCO) R&D Facilities,,,
Y182,CONSTRUCT/R&D - GOGO FACILITIES,10/15/1978,9/30/2011,Construction of Government-Owned Government-Operated (GOGO) R&D Facilities,,,
Y183,CONSTRUCT/R&D-GOCO ENVIR LABS,10/1/1991,9/30/2011,Construction of GOCO Environmental Laboratories,,,
Y184,CONSTRUCT/R&D-GOGO ENVIR LABS,10/1/1991,9/30/2011,Construction of GOGO Environmental Laboratories,,,
Y191,CONSTRUCT/MUSEUMS & EXHIBITION BLDG,1/15/1979,9/30/2011,Construction of Museums and Exhibition Buildings,,,
Y192,CONSTRUCT/TEST & MEASUREMENT BLDGS,10/15/1978,9/30/2011,Construction of Testing and Measurement Buildings,,,
Y199,CONSTRUCT/MISC BLDGS,10/15/1978,9/30/2011,Construction of Miscellaneous Buildings,,,
Y1AA,CONSTRUCTION OF OFFICE BUILDINGS,10/1/2011,,,,,
Y1AB,CONSTRUCTION OF CONFERENCE SPACE AND FACILITIES,10/1/2011,,,,,
Y1AZ,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,10/1/2011,,,,,
Y1BA,CONSTRUCTION OF AIR TRAFFIC CONTROL TOWERS,10/1/2011,,,,,
Y1BB,CONSTRUCTION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,10/1/2011,,,,,
Y1BC,CONSTRUCTION OF RADAR AND NAVIGATIONAL FACILITIES,10/1/2011,,,,,
Y1BD,CONSTRUCTION OF AIRPORT RUNWAYS AND TAXIWAYS,10/1/2011,,,,,
Y1BE,CONSTRUCTION OF AIRPORT TERMINALS,10/1/2011,,,,,
Y1BF,CONSTRUCTION OF MISSILE SYSTEM FACILITIES,10/1/2011,,,,,
Y1BG,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,10/1/2011,,,,,
Y1BZ,CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,10/1/2011,,,,,
Y1CA,CONSTRUCTION OF SCHOOLS,10/1/2011,,,,,
Y1CZ,CONSTRUCTION OF OTHER EDUCATIONAL BUILDINGS,10/1/2011,,,,,
Y1DA,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,10/1/2011,,,,,
Y1DB,CONSTRUCTION OF LABORATORIES AND CLINICS,10/1/2011,,,,,
Y1DZ,CONSTRUCTION OF OTHER HOSPITAL BUILDINGS,10/1/2011,,,,,
Y1EA,CONSTRUCTION OF AMMUNITION FACILITIES,10/1/2011,,,,,
Y1EB,CONSTRUCTION OF MAINTENANCE BUILDINGS,10/1/2011,,,,,
Y1EC,CONSTRUCTION OF PRODUCTION BUILDINGS,10/1/2011,,,,,
Y1ED,CONSTRUCTION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,10/1/2011,,,,,
Y1EE,CONSTRUCTION OF TANK AUTOMOTIVE FACILITIES,10/1/2011,,,,,
Y1EZ,CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS,10/1/2011,,,,,
Y1FA,CONSTRUCTION OF FAMILY HOUSING FACILITIES,10/1/2011,,,,,
Y1FB,CONSTRUCTION OF RECREATIONAL BUILDINGS,10/1/2011,,,,,
Y1FC,CONSTRUCTION OF TROOP HOUSING FACILITIES,10/1/2011,,,,,
Y1FD,CONSTRUCTION OF DINING FACILITIES,10/1/2011,,,,,
Y1FE,CONSTRUCTION OF RELIGIOUS FACILITIES,10/1/2011,,,,,
Y1FF,CONSTRUCTION OF PENAL FACILITIES,10/1/2011,,,,,
Y1FZ,CONSTRUCTION OF OTHER RESIDENTIAL BUILDINGS,10/1/2011,,,,,
Y1GA,CONSTRUCTION OF AMMUNITION STORAGE BUILDINGS,10/1/2011,,,,,
Y1GB,CONSTRUCTION OF FOOD OR GRAIN STORAGE BUILDINGS,10/1/2011,,,,,
Y1GC,CONSTRUCTION OF FUEL STORAGE BUILDINGS,10/1/2011,,,,,
Y1GD,CONSTRUCTION OF OPEN STORAGE FACILITIES,10/1/2011,,,,,
Y1GZ,CONSTRUCTION OF OTHER WAREHOUSE BUILDINGS,10/1/2011,,,,,
Y1HA,CONSTRUCTION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,10/1/2011,,,,,
Y1HB,CONSTRUCTION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,10/1/2011,,,,,
Y1HC,CONSTRUCTION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,10/1/2011,,,,,
Y1HZ,CONSTRUCTION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,10/1/2011,,,,,
Y1JA,CONSTRUCTION OF MUSEUMS AND EXHIBITION BUILDINGS,10/1/2011,,,,,
Y1JB,CONSTRUCTION OF TESTING AND MEASUREMENT BUILDINGS,10/1/2011,,,,,
Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,10/1/2011,,,,,
Y1KA,CONSTRUCTION OF DAMS,10/1/2011,,,,,
Y1KB,CONSTRUCTION OF CANALS,10/1/2011,,,,,
Y1KC,CONSTRUCTION OF MINE FIRE CONTROL FACILITIES,10/1/2011,,,,,
Y1KD,CONSTRUCTION OF MINE SUBSIDENCE CONTROL FACILITIES,10/1/2011,,,,,
Y1KE,CONSTRUCTION OF SURFACE MINE RECLAMATION FACILITIES,10/1/2011,,,,,
Y1KF,CONSTRUCTION OF DREDGING FACILITIES,10/1/2011,,,,,
Y1KZ,CONSTRUCTION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,10/1/2011,,,,,
Y1LA,CONSTRUCTION OF AIRPORT SERVICE ROADS,10/1/2011,,,,,
Y1LB,"CONSTRUCTION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",10/1/2011,,,,,RESURFACING
Y1LC,CONSTRUCTION OF TUNNELS AND SUBSURFACE STRUCTURES,10/1/2011,,,,,
Y1LZ,CONSTRUCTION OF PARKING FACILITIES,10/1/2011,,,,,
Y1MA,CONSTRUCTION OF EPG FACILITIES - COAL,10/1/2011,,,,,
Y1MB,CONSTRUCTION OF EPG FACILITIES - GAS,10/1/2011,,,,,
Y1MC,CONSTRUCTION OF EPG FACILITIES - GEOTHERMAL,10/1/2011,,,,,
Y1MD,CONSTRUCTION OF EPG FACILITIES - HYDRO,10/1/2011,,,,,
Y1ME,CONSTRUCTION OF EPG FACILITIES - NUCLEAR,10/1/2011,,,,,
Y1MF,CONSTRUCTION OF EPG FACILITIES - PETROLEUM,10/1/2011,,,,,
Y1MG,CONSTRUCTION OF EPG FACILITIES - SOLAR,10/1/2011,,,,,
Y1MH,CONSTRUCTION OF EPG FACILITIES - WIND,10/1/2011,,,,,
Y1MZ,"CONSTRUCTION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",10/1/2011,,,,,
Y1NA,CONSTRUCTION OF FUEL SUPPLY FACILITIES,10/1/2011,,,,,
Y1NB,CONSTRUCTION OF HEATING AND COOLING PLANTS,10/1/2011,,,,,
Y1NC,CONSTRUCTION OF POLLUTION ABATEMENT AND CONTROL FACILITIES,10/1/2011,,,,,
Y1ND,CONSTRUCTION OF SEWAGE AND WASTE FACILITIES,10/1/2011,,,,,
Y1NE,CONSTRUCTION OF WATER SUPPLY FACILITIES,10/1/2011,,,,,
Y1NZ,CONSTRUCTION OF OTHER UTILITIES,10/1/2011,,,,,
Y1PA,CONSTRUCTION OF RECREATION FACILITIES (NON-BUILDING),10/1/2011,,,,,
Y1PB,CONSTRUCTION OF EXHIBIT DESIGN (NON-BUILDING),10/1/2011,,,,,
Y1PC,CONSTRUCTION OF UNIMPROVED REAL PROPERTY (LAND),10/1/2011,,,,,
Y1PD,CONSTRUCTION OF WASTE TREATMENT AND STORAGE FACILITIES,10/1/2011,,,,,
Y1PZ,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,10/1/2011,,,,,
Y1QA,CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),10/1/2011,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
Y2,CONSTRUCT NONBUILDING FACILITIES,10/1/1979,,,,,
Y211,CONSTRUCTION OF DAMS,10/15/1978,9/30/2011,Construction of Dams,,,
Y212,CONSTRUCTION OF CANALS,10/15/1978,9/30/2011,Construction of Canals,,,
Y213,CONSTRUCT/MINE FIRE CONT,9/15/1987,9/30/2011,Construction of Mine Fire Control Facilities,,,
Y214,CONSTRUCT/MINE SUBSIDENCE CONT,4/15/1983,9/30/2011,Construction of Mine Subsidence Control Facilities,,,
Y215,CONSTRUCT/SURFACE MINE RECLAMATION,12/15/1982,9/30/2011,Construction of Surface Mine Reclamation Facilities,,,
Y216,CONSTRUCTION OF DREDGING,6/15/1983,9/30/2011,Construction of Dredging,,,
Y217,"Dredging,incl. dustpan and sea-going hoppers",,9/30/2011,,,,
Y219,CONSTRUCT/OTHER CONSERVATION,10/15/1978,9/30/2011,Construction of Other Conservation and Development Facilities,,,
Y221,CONSTRUCT/AIRPORT SERVICE ROADS,10/15/1978,9/30/2011,Construction of Airport Service Roads,,,
Y222,CONSTRUCT/HIGHWAYS-RDS-STS-BRDGS-RA,10/15/1978,9/30/2011,"Construction of Highways, Roads, Streets, Bridges, and Railways (includes resurfacing)",,,
Y223,CONSTRUCT/TUNNEL & SUBSURF STRUCT,10/15/1978,9/30/2011,Construction of Tunnels and Subsurface Structures,,,
Y224,CONSTRUCT/PARKING FACILITIES,1/15/1980,9/30/2011,Construction of Parking Facilities Conservation,,,
Y231,CONSTRUCT/EPG - COAL,5/15/1979,9/30/2011,Construction of EPG Facilities - Coal,,,
Y232,CONSTRUCT/EPG - GAS,9/15/1979,9/30/2011,Construction of EPG Facilities - Gas,,,
Y233,CONSTRUCT/EPG - GEOTHERMAL,4/15/1982,9/30/2011,Construction of EPG Facilities - Geothermal,,,
Y234,CONSTRUCT/EPG - HYDRO,10/15/1978,9/30/2011,Construction of EPG Facilities - Hydro,,,
Y235,CONSTRUCT/EPG - NUCLEAR,4/15/1982,9/30/2011,Construction of EPG Facilities - Nuclear,,,
Y236,CONSTRUCT/EPG - PETROLEUM,1/15/1979,9/30/2011,Construction of EPG Facilities - Petroleum,,,
Y237,CONSTRUCT/EPG - SOLAR,10/15/1978,9/30/2011,Construction of EPG Facilities - Solar,,,
Y239,CONSTRUCT/EPG - OTHER INCL TRANSM,10/15/1978,9/30/2011,"Construction of EPG Facilities - Other, Including Transmission",,,
Y241,CONSTRUCT/FUEL SUPPLY,10/15/1978,9/30/2011,Construction of Fuel Supply Facilities,,,
Y242,CONSTRUCT/HEATING & COOLING PLANTS,10/15/1978,9/30/2011,Construction of Heating and Cooling Plants,,,
Y243,CONSTRUCT/POLLUTE ABATEMENT & CONTR,10/15/1978,9/30/2011,Construction of Pollution Abatement and Control Facilities,,,
Y244,CONSTRUCT/SEWAGE & WASTE,10/15/1978,9/30/2011,Construction of Sewage and Waste Facilities,,,
Y245,CONSTRUCT/WATER SUPPLY,10/15/1978,9/30/2011,Construction of Water Supply Facilities,,,
Y249,CONSTRUCTION OF OTHER UTILITIES,10/15/1978,9/30/2011,Construction of Other Utilities,,,
Y291,CONSTRUCT/REC NON-BLDG STRUCTS,10/15/1978,9/30/2011,Construction of Recreation Facilities (Non-Building),,,
Y292,CONSTRUCT/EXHIBIT (NON-BLDG),5/15/1985,9/30/2011,Construction of Exhibit Design (Non-Building),,,
Y293,CONSTRUCT/UNIMPROVED REAL PROP,10/15/1983,9/30/2011,Construction of Unimproved Real Property (Land),,,
Y294,CONSTRUCT/WASTE TRMT-STORE FAC,10/1/1991,9/30/2011,Construction of Waste Treatment and Storage Facilities,,,
Y299,CONTRUCT/ALL OTHER NON-BLDG FACS,10/15/1978,9/30/2011,Construction of Other Non-Building Facilities,,,
Y3,CONSTRUCT OF RESTORATION ACTIVITIES,10/1/1979,,,,,
Y300,CONSTRUCT/RESTORATION,10/15/1989,9/30/2011,"Construction of Restoration of real property (public or private). All actions necessary to restore, rehabilitate, or reclaim property.",,,
Z,"MAINT, REPAIR, ALTER REAL PROPERTY",10/1/1979,,,,,
Z1,"MAINT, ALTER, REPAIR BUILDINGS",10/1/1979,,,,,
Z111,MAINT-REP-ALT/OFFICE BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Office Buildings",,,
Z112,MAINT-REP-ALT/CONF SPACE & FAC,11/15/1989,9/30/2011,"Maintenance, Repair or Alteration of Conference Space and Facilities",,,
Z119,MAINT-REP-ALT/OTHER ADMIN BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Administrative Facilities and Service Buildings",,,
Z121,MAINT-REP-ALT/AIR TRAFFIC TOWERS,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Air Traffic Control Towers",,,
Z122,MAINT-REP-ALT/AIR TRAFFIC TNG FAC,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Air Traffic Control Training Facilities",,,
Z123,MAINT-REP-ALT/RADAR & NAV FAC,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Radar and Navigational Facilities",,,
Z124,MAINT-REP-ALT/AIRPORT RUNWAYS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Airport Runways",,,
Z125,MAINT-REP-ALT/AIRPORT TERMINALS,12/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Airport Terminals",,,
Z126,MAINT-REP-ALT/MISSILE SYSTEMS FAC,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Missile System Facilities",,,
Z127,MAINT-REP-ALT/ELCT & COMM SYS FAC,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Electronic and Communications Facilities",,,
Z128,,,9/30/2003,,,,
Z129,MAINT-REP-ALT/OTH AIRFIELD STRUCT,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Airfield Structures",,,
Z131,MAINT-REP-ALT/SCHOOLS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Schools",,,
Z139,MAINT-REP-ALT/OTHER EDUCATIONAL BLD,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Educational Buildings",,,
Z141,MAINT-REP-ALT/HOSPITALS & INFIRMARY,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Hospitals and Infirmaries",,,
Z142,MAINT-REP-ALT/LABS & CLINICS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Laboratories and Clinics",,,
Z149,MAINT-REP-ALT/OTHER HOSPITAL BLDGS,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Hospital Buildings",,,
Z151,MAINT-REP-ALT/AMMUNITION FACILITIES,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Ammunition Facilities",,,
Z152,MAINT-REP-ALT/MAINT BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Maintenance Buildings",,,
Z153,MAINT-REP-ALT/PRODUCTION BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Production Buildings",,,
Z154,MAINT-REP-ALT/SHIP CONST-REPAIR FAC,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Ship Construction and Repair Facilities",,,
Z155,MAINT-REP-ALT/TANK AUTOMOTIVE FAC,6/15/1980,9/30/2011,"Maintenance, Repair or Alteration of Tank Automotive Facilities",,,
Z159,MAINT-REP-ALT/OTHER INDUSTRIAL BLDG,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Industrial Buildings",,,
Z161,MAINT-REP-ALT/FAMILY HOUSING,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Family Housing Facilities",,,
Z162,MAINT-REP-ALT/RECREATIONAL BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Recreational Buildings",,,
Z163,MAINT-REP-ALT/TROOP HOUSING,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Troop Housing Facilities",,,
Z164,MAINT-REP-ALT/DINING FACILITIES,2/15/1979,9/30/2011,"Maintenance, Repair or Alteration of Dining Facilities",,,
Z165,MAINT-REP-ALT/RELIGIOUS FACILITIES,4/15/1980,9/30/2011,"Maintenance, Repair or Alteration of Religious Facilities",,,
Z166,MAINT-REP-ALT/PENAL FACILITIES,10/15/1986,9/30/2011,"Maintenance, Repair or Alteration of Penal Facilities",,,
Z169,MAINT-REP-ALT/OTHER RESIDENTIAL BLD,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Residential Buildings",,,
Z171,MAINT-REP-ALT/AMMO STORAGE BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Ammunition Storage Buildings",,,
Z172,MAINT-REP-ALT/FOOD STORAGE BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Food or Grain Storage Buildings",,,
Z173,MAINT-REP-ALT/FUEL STORAGE BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Fuel Storage Buildings",,,
Z174,MAINT-REP-ALT/OPEN STORAGE FAC,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Open Storage Facilities",,,
Z179,MAINT-REP-ALT/OTHER WAREHOUSE BLDGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Other Warehouse Buildings",,,
Z181,MAINT-REP-ALT/R&D GOCO FACILITIES,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Government-Owned Contractor-Operated (GOCO) R&D Facilities",,,
Z182,MAINT-REP-ALT/R&D GOGO FACILITIES,11/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Government-Owned Government-Operated (GOGO) R&D Facilities",,,
Z183,MAINT-REP-ALT/R&D GOCO ENVIR LABS,10/1/1991,9/30/2011,"Maintenance, Repair or Alteration of GOCO Environmental Laboratories",,,
Z184,MAINT-REP-ALT/R&D GOGO ENVIR LABS,10/1/1991,9/30/2011,"Maintenance, Repair or Alteration of GOGO Environmental Laboratories",,,
Z191,MAINT-REP-ALT/EXHIBITION BUILDINGS,10/15/1978,9/30/2011,"Maintenance, Repair or Alteration of Museums and Exhibition Buildings",,,
